channelId,videoId,channelTitle,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,duration,time
UC640y4UvDAlya_WOj5U4pfA,FrbxxqNHn2I,nptelhrd,Lecture - 38 Induction Motor 3,181019,481,8,0,66,PT59M44S,3584
UC640y4UvDAlya_WOj5U4pfA,ze8LY4yq9Wk,nptelhrd,Lecture - 37 Induction Motor 2,210031,706,17,0,95,PT1H1M38S,3698
UC640y4UvDAlya_WOj5U4pfA,dZyO5gcWP-o,nptelhrd,lecture 36 - Induction motor,652086,2257,75,0,213,PT1H1M,3660
UC640y4UvDAlya_WOj5U4pfA,cv2L7CfBYrA,nptelhrd,Lecture - 35 Three Phase Transformer 2,174719,389,24,0,29,PT1H1M38S,3698
UC640y4UvDAlya_WOj5U4pfA,yzG-t0sLUgM,nptelhrd,Lecture - 20 The Practical Transformer,109702,234,9,0,26,PT58M33S,3513
UC640y4UvDAlya_WOj5U4pfA,D4RFFnzRdkk,nptelhrd,Lecture - 23 DC Machine,321417,875,52,0,82,PT1H1M6S,4206
UC640y4UvDAlya_WOj5U4pfA,ZZEZUysFPDY,nptelhrd,Lecture - 3 Passive Components,240364,770,44,0,67,PT1H2M18S,3738
UC640y4UvDAlya_WOj5U4pfA,yurSdXxaIFo,nptelhrd,Lecture - 1 Introduction,105530,157,21,0,36,PT1H4M12S,3852
UC640y4UvDAlya_WOj5U4pfA,c0i5zevJytQ,nptelhrd,Lecture - 2,184887,555,34,0,49,PT55M12S,3312
UC640y4UvDAlya_WOj5U4pfA,qhEton-EEOw,nptelhrd,Lecture -1 Structural Analysis,726780,2307,129,0,149,PT55M,3300
UC640y4UvDAlya_WOj5U4pfA,ZsajLQ4OiV8,nptelhrd,Module 3 - Lecture 1 Surveying,66932,183,9,0,20,PT1H31S,3631
UC640y4UvDAlya_WOj5U4pfA,4AuwG2G_ERU,nptelhrd,Environmental Air Pollution - Introduction to Atmosphere,94623,156,17,0,19,PT48M52S,2932
UC640y4UvDAlya_WOj5U4pfA,MhbU0qyYt48,nptelhrd,Module 7 Lecture 1 Surveying,67515,233,13,0,9,PT59M52S,3592
UC640y4UvDAlya_WOj5U4pfA,fx1uUek3Iqg,nptelhrd,Lecture 1 - Water Resources  Engineering,174330,373,34,0,36,PT39M58S,2398
UC640y4UvDAlya_WOj5U4pfA,Wj2g9Cf_IDc,nptelhrd,Lecture - 2 Amino Acids II,168533,735,25,0,77,PT57M,3420
UC640y4UvDAlya_WOj5U4pfA,DhwAp6yQHQI,nptelhrd,Lecture - 1 Amino Acids I,679813,2784,109,0,281,PT54M3S,3243
UC640y4UvDAlya_WOj5U4pfA,IWgNA9ynfGs,nptelhrd,Lecture - 25 Metabolism I,119917,386,12,0,43,PT59M54S,3594
UC640y4UvDAlya_WOj5U4pfA,aeC7M9PDjQw,nptelhrd,Lecture - 17 Carbohydrates II,106916,342,20,0,30,PT53M26S,3206
UC640y4UvDAlya_WOj5U4pfA,iuW3nk5EADg,nptelhrd,Lecture - 16 Carbohydrates I,165318,684,30,0,69,PT52M49S,3169
UC640y4UvDAlya_WOj5U4pfA,Fp1wKo72b2A,nptelhrd,Lecture - 4 Protein structure II,146327,347,14,0,41,PT54M5S,3245
UC640y4UvDAlya_WOj5U4pfA,8BeXwhljq2g,nptelhrd,Lec 1 - Introduction To Problem Solving and Programming,123243,154,27,0,13,PT22M20S,1340
UC640y4UvDAlya_WOj5U4pfA,qAOJzp7ckGo,nptelhrd,Lecture - 34  Psychrometry,166319,641,63,0,51,PT59M19S,3559
UC640y4UvDAlya_WOj5U4pfA,F_7OhKUYV5c,nptelhrd,Lec-1 Fluid Mechanics,588828,1155,105,0,142,PT51M6S,3066
UC640y4UvDAlya_WOj5U4pfA,fK_j_3ZJwuk,nptelhrd,Lecture - 24 Automatic Generation Control,82582,434,17,0,26,PT48M37S,2917
UC640y4UvDAlya_WOj5U4pfA,y_UJvHMEun0,nptelhrd,Lecture - 11 Capacitance of Transmission Lines,73156,174,15,0,17,PT53M36S,3216
UC640y4UvDAlya_WOj5U4pfA,lr1jgbR5ca8,nptelhrd,Lecture - 10 Transmission Line Parameters,139826,463,43,0,10,PT44M17S,2657
UC640y4UvDAlya_WOj5U4pfA,uy9lZCdkQIM,nptelhrd,Lectures - 1 Electric Energy Systems,346372,1007,44,0,51,PT54M15S,3255
UC640y4UvDAlya_WOj5U4pfA,zqXgmVnI3L8,nptelhrd,Lecture -1 History of Refrigeration,390918,851,48,0,81,PT59M32S,3572
UC640y4UvDAlya_WOj5U4pfA,N0hTFnvIE7A,nptelhrd,module 12 Lectrue 1 Kinematics Of Machines,156404,669,31,0,38,PT51M26S,3086
UC640y4UvDAlya_WOj5U4pfA,55tKVBVQDUY,nptelhrd,Module 10 Lecture 1 Kinematics Of Machines,115376,623,13,0,38,PT55M33S,3333
UC640y4UvDAlya_WOj5U4pfA,PSdHf6yozyc,nptelhrd,Lecture - 11 Transistor Biasing,362718,911,56,0,152,PT57M56S,3476
UC640y4UvDAlya_WOj5U4pfA,vfVVF58FtCc,nptelhrd,Lecture - 4 Some Useful Laws in Basic Electronics,242566,474,24,0,66,PT59M5S,3545
UC640y4UvDAlya_WOj5U4pfA,Wf19II0ts84,nptelhrd,Lecture - 3 Electronics Devices,311053,681,30,0,95,PT59M50S,3590
UC640y4UvDAlya_WOj5U4pfA,qqQ8wO-lNmI,nptelhrd,Lecture - 2 Electronic Devices 1,432757,1163,46,0,128,PT55M9S,3309
UC640y4UvDAlya_WOj5U4pfA,w8Dq8blTmSA,nptelhrd,Lecture - 1 Introduction to Basic Electronics,1873036,5378,380,0,520,PT56M23S,3383
UC640y4UvDAlya_WOj5U4pfA,EVqBzOGQlkI,nptelhrd,Module 1 Lecture 2 Kinematics of machines,185912,534,16,0,40,PT36M49S,2209
UC640y4UvDAlya_WOj5U4pfA,DPcVMEBDpAY,nptelhrd,Lecture - 6 Transformations,106048,240,18,0,16,PT55M46S,3346
UC640y4UvDAlya_WOj5U4pfA,gje7QDlmGyU,nptelhrd,Lecture 35 - Explicit and Implicit Methods,86120,334,26,0,22,PT59M1S,3541
UC640y4UvDAlya_WOj5U4pfA,CogfMjKUGc0,nptelhrd,Lecture 31 - Solving Ordinary Differential Equations,86677,162,19,0,10,PT58M37S,3517
UC640y4UvDAlya_WOj5U4pfA,fwzYuhduME4,nptelhrd,Lecture - 1 Introduction to computer graphics,610846,1364,112,0,152,PT54M9S,3249
UC640y4UvDAlya_WOj5U4pfA,mKrwrQMT0a4,nptelhrd,Lecture 3 - Pointers And Arrays,175242,317,25,0,47,PT1H8S,3608
UC640y4UvDAlya_WOj5U4pfA,zjyR9e-N1D4,nptelhrd,Lecture 1 - Programing Basics,415445,737,61,0,84,PT57M21S,3441
UC640y4UvDAlya_WOj5U4pfA,dZKvUyIdMhk,nptelhrd,Introduction - Intelligent Systems Control,87824,126,18,0,12,PT59M29S,3569
UC640y4UvDAlya_WOj5U4pfA,XGQr1uEX-Dc,nptelhrd,Module 14 - Lecture 1 - Vibration Measurement,81969,235,13,0,11,PT1H3M51S,3831
UC640y4UvDAlya_WOj5U4pfA,L4fCMzC46Tg,nptelhrd,Admittance Smith Chart,68856,210,5,0,13,PT54M20S,3260
